Unnamed: 0,text,labels,source,dataset,nb_annotators,post_author_country_location,tweet,label,arabert,arabert_mapped,allam_zero_shot,allam_one_shot,allam_three_shot,gemma_0shot,gemma_1shot,gemma_3shot,llama_0shot,llama_1shot,llama_3shot,gpt4o_zero_shot,gpt4o_one_shot,gpt4o_few_shot
427659,"@USER @USER ونعمم ويستاهل شيخ الرياديين. 
مثل ماهو من شيوخ مطير 
وكفوو ما نعرفه لكن محبة الناس شاهدة له",0.0,,saudi,2,unknown,ونعمم ويستاهل شيخ الرياديين مثل ماهو من شيوخ مطير وكفوو ما نعرفه لكن محبة الناس شاهدة له,not,label_0,not,not,not,not,not,not,not,not,not,not,not,not,not
416755,الخسارة أن تباع الذمم بالدراهم والأخطر أن تكون السلعة الوطن ، فيصبح الموروث الذي يفتدى بالأنفس لا يساوي عند الخائن إلا حفنة عملات زائلة ، وهذا مع الأسف ديدن من يقتاتون على فتات الحروب ويعملون لإشعالها داخل أوطانهم لخدمة أجندة خارجية .,0.0,,saudi,2,Saudi Arabia,الخسارة أن تباع الذمم بالدراهم والأخطر أن تكون السلعة الوطن ، فيصبح الموروث الذي يفتدى بالأنفس لا يساوي عند الخائن إلا حفنة عملات زائلة ، وهذا مع الأسف ديدن من يقتاتون على فتات الحروب ويعملون لإشعالها داخل أوطانهم لخدمة أجندة خارجية,not,label_0,not,not,offensive,not,not,not,not,not,not,not,not,not,not
420190,"إسقاط طائرتين مسيرتين لمليشيا الحوثي تجاه ""#خميس_مشيط"" .
#الشارقة_للأخبار #السعودية #الإرهاب LINK",0.0,,saudi,2,United Arab Emirates,إسقاط طائرتين مسيرتين لمليشيا الحوثي تجاه LINK,not,label_0,not,not,not,not,offensive,offensive,not,not,not,not,not,not,not
427087,@USER عزيزي العميل ؛ في حال يوجد لديك حساب سابق لابد من زيارة اقرب فرع ليتم تنشيط الحساب ان امكن او سيتم فتح حساب جاري جديد مع توفير المستندات : أصل الهوية / خطاب أو بطاقة تعريف من جهة العمل او الجهة التعليمية / العنوان الوطني . تحياتي,0.0,,saudi,2,Saudi Arabia,عزيزي العميل ؛ في حال يوجد لديك حساب سابق لابد من زيارة اقرب فرع ليتم تنشيط الحساب ان امكن او سيتم فتح حساب جاري جديد مع توفير المستندات أصل الهوية خطاب أو بطاقة تعريف من جهة العمل او الجهة التعليمية العنوان الوطني تحياتي,not,label_0,not,not,not,not,not,not,not,not,not,not,not,not,not
417708,"تفاختو من عقب ماهم بجيران
ليا شيف للنجم الجنوبي تلاميع

نياتهم راحت من العد شتان
وكل ٍ على فاله يذب المخاويع

ومن كان مشطون ٍ مع البدو بشطان
أمسى على قلبه حدادالمراقيع

((وأصبح يعدي في نبا كل مزبان
جسمه معافا و الضماير مواجيع))",0.0,,saudi,2,unknown,تفاختو من عقب ماهم بجيران ليا شيف للنجم الجنوبي تلاميع نياتهم راحت من العد شتان وكل ٍ على فاله يذب المخاويع ومن كان مشطون ٍ مع البدو بشطان أمسى على قلبه حدادالمراقيع وأصبح يعدي في نبا كل مزبان جسمه معافا و الضماير مواجيع,not,label_1,offensive,not,not,not,offensive,offensive,offensive,not,off,off,not,off,off
425099,@USER نتمنى ان نوقف الدعم لجميع الدول العربية او يجب ان يؤخذ مقابل له لانه بصراحة نصرف أموالنا على ناس حاقدة ولم نجد منهم في خذه الظروف سوى الشماته ولم يقف معنا احد منهم,1.0,,saudi,2,unknown,نتمنى ان نوقف الدعم لجميع الدول العربية او يجب ان يؤخذ مقابل له لانه بصراحة نصرف أموالنا على ناس حاقدة ولم نجد منهم في خذه الظروف سوى الشماته ولم يقف معنا احد منهم,offensive,label_1,offensive,not,offensive,offensive,offensive,offensive,not,off,off,off,not,off,not
416719,"@USER الكلمه الصحيحه
 (مجتمع منافق يدعي المثاليه)",1.0,,saudi,2,unknown,الكلمه الصحيحه مجتمع منافق يدعي المثاليه,offensive,label_1,offensive,not,offensive,offensive,offensive,offensive,offensive,off,off,off,off,off,not
419590,@USER @USER @USER لو ان اهل شبوه وحضرموت مع المجلس الانفصالي كان الوضع مثل عدن وغيرها بس فرق بين الاحرار وبين المرتزقه..شبوه وحضرموت قبائل احرار لايخضعون لاحد ولايعطو الطاعه غير لله سبحانه...اما مرتزقة عدن والضالع ويافع وابين هم من باعوك زمان والوحده هم من وقعو عليها,1.0,,saudi,2,Saudi Arabia,لو ان اهل شبوه وحضرموت مع المجلس الانفصالي كان الوضع مثل عدن وغيرها بس فرق بين الاحرار وبين المرتزقهشبوه وحضرموت قبائل احرار لايخضعون لاحد ولايعطو الطاعه غير لله سبحانهاما مرتزقة عدن والضالع ويافع وابين هم من باعوك زمان والوحده هم من وقعو عليها,offensive,label_0,not,not,offensive,offensive,offensive,offensive,offensive,off,off,off,off,off,off
429116,"اسعد الله صباح #مملكة_العز 
حوكمة وأتمتة وذكاء الأشياء وإدارة ورقابة ونشاط وحيوية يعيشها الوطن لقد تبلورت الرؤية واتضحت معالم التحول الوطني وأصبح وقع خطى ابناء الجيل في #السعودية_العظمى متناغمة والقفزات الهائلة التي تتحقق ولله الحمد والفضل،
اللهم احفظ سيدي #ولي_العهد_شبيه_المطر LINK",0.0,,saudi,2,unknown,اسعد الله صباح حوكمة وأتمتة وذكاء الأشياء وإدارة ورقابة ونشاط وحيوية يعيشها الوطن لقد تبلورت الرؤية واتضحت معالم التحول الوطني وأصبح وقع خطى ابناء الجيل في متناغمة والقفزات الهائلة التي تتحقق ولله الحمد والفضل، اللهم احفظ سيدي LINK,not,label_0,not,not,not,not,not,not,not,not,not,not,not,not,not
416554,@USER اكتب مستشفى الدار في قوقل وسوف ترى العجب العجاب,0.0,,saudi,2,Saudi Arabia,اكتب مستشفى الدار في قوقل وسوف ترى العجب العجاب,not,label_0,not,not,not,not,not,not,not,not,not,not,not,not,not
421440,"المحكمة العُليا : غداً الجمعة غرة شهر ذي الحجة

#العالم_في_قلب_المملكة 
#حج_1440",0.0,,saudi,2,Saudi Arabia,المحكمة العُليا غداً الجمعة غرة شهر ذي الحجة,not,label_0,not,not,not,not,not,not,not,not,not,not,not,not,not
425086,"#عاجل مراسل قناة ""كان"" العبرية: انتقام حزب الله لقتل نشطائه في سوريا تم تنفيذه، لكن الرد على هجوم الضاحية الجنوبية ليس بعد",0.0,,saudi,2,unknown,مراسل قناة كان العبرية انتقام حزب الله لقتل نشطائه في سوريا تم تنفيذه، لكن الرد على هجوم الضاحية الجنوبية ليس بعد,not,label_0,not,not,not,not,not,not,not,not,not,not,not,not,not
422527,"#هروب_الفتيات_مع_داود
الفتاة لا تهرب ولا تعرض نفسها للخطر إلا إذا لم تجد من يحميها من حياة الذل والتعنيف والقمع ..فتجد أن الهروب من أجل حريتها وكرامتها والبعد عن الاستعباد أرحم لها من البقاء ..
يجب وضع قانون يمنح المرأة  كامل أهليتها من حقوق وكرامة واستقلال  .",0.0,,saudi,2,unknown,الفتاة لا تهرب ولا تعرض نفسها للخطر إلا إذا لم تجد من يحميها من حياة الذل والتعنيف والقمع فتجد أن الهروب من أجل حريتها وكرامتها والبعد عن الاستعباد أرحم لها من البقاء يجب وضع قانون يمنح المرأة كامل أهليتها من حقوق وكرامة واستقلال,not,label_0,not,not,not,not,not,not,not,not,not,not,not,not,not
421448,"#العاصوف
مووووود : الحماس ليڤل ١٠٠٠ LINK",0.0,,saudi,2,unknown,مووووود الحماس ليڤل ١٠٠٠ LINK,not,label_0,not,not,not,not,not,not,not,not,not,not,not,not,not
430440,"@USER @USER @USER مالي اعمام الا وطني..
الإخونجية....او مدعي الليبرالية مجرد غثاء...
لا هم همهم اليمن...ولا السعودية....
مماحاتكم وترهاتكم لا تخدع احد...",1.0,,saudi,2,unknown,مالي اعمام الا وطني الإخونجيةاو مدعي الليبرالية مجرد غثاء لا هم همهم اليمنولا السعودية مماحاتكم وترهاتكم لا تخدع احد,offensive,label_1,offensive,offensive,offensive,offensive,offensive,offensive,offensive,off,off,off,off,off,off
420319,"#قطع_شريان_النسويات
اسم الهاشتاق لحاله رهيب..
جلد حمارين بمشعاب واحد😂",1.0,,saudi,2,unknown,اسم الهاشتاق لحاله رهيب جلد حمارين بمشعاب واحد,offensive,label_1,offensive,not,offensive,offensive,offensive,offensive,offensive,not,off,off,off,off,off
422027,حضرت سعادة السفيرة الدكتورة حصة عبدالله أحمد العتيبة سفيرة الدولة لدى مملكة هولندا مهرجان الشيخ منصور بن زايد آل نهيان للخيول العربية الأصيلة وقامت سعادتها بتقديم الجوائز للفائزين. LINK,0.0,,saudi,2,Netherlands,حضرت سعادة السفيرة الدكتورة حصة عبدالله أحمد العتيبة سفيرة الدولة لدى مملكة هولندا مهرجان الشيخ منصور بن زايد آل نهيان للخيول العربية الأصيلة وقامت سعادتها بتقديم الجوائز للفائزين LINK,not,label_0,not,not,not,not,not,not,not,not,not,not,not,not,not
417743,@USER @USER جريدة استقبل ودع، تصدت لمن أراد ابتلاع الكويت من 90 وقبلها. يوم مكاتب بعض الصحف فروع مخابرات,1.0,,saudi,2,Saudi Arabia,جريدة استقبل ودع، تصدت لمن أراد ابتلاع الكويت من 90 وقبلها يوم مكاتب بعض الصحف فروع مخابرات,offensive,label_0,not,not,not,not,not,offensive,not,not,not,not,not,not,not
421055,"@USER @USER عزيزنا العميل
حسب بيانات الراتب و الالتزام الموضح من قبلك  
يمكنك التقديم لمبلغ 54.000 ريال 
بقسط شهري 900 ريال
شكراً لتواصلك
احمد",0.0,,saudi,2,unknown,عزيزنا العميل حسب بيانات الراتب و الالتزام الموضح من قبلك يمكنك التقديم لمبلغ 54000 ريال بقسط شهري 900 ريال شكراً لتواصلك احمد,not,label_0,not,not,not,not,not,not,not,not,not,not,not,not,not
420953,"@USER حب النفس له حدود فلا للمغالاة ولا للتفريط وليس على حساب الآخرين وخصوصا الأهل والأصدقاء
واعتقد أنها حالة معاكسة لمعنى التضحية
ويمكن معرفة النرجسيين من خلال المبالغة في التقاط السلفي إذ أنهم معجبين جدا بأنفسهم 🌹🌹",0.0,,saudi,2,Jordan,حب النفس له حدود فلا للمغالاة ولا للتفريط وليس على حساب الآخرين وخصوصا الأهل والأصدقاء واعتقد أنها حالة معاكسة لمعنى التضحية ويمكن معرفة النرجسيين من خلال المبالغة في التقاط السلفي إذ أنهم معجبين جدا بأنفسهم,not,label_0,not,not,not,not,not,not,not,not,not,not,not,not,not
421044,هذا الهاشتاق خطا  مو علي  الصح على ..والله اعلم انه مقصود الشيعه امكن مسوينه عشان علي رضي الله عنه دايم يتكرر هالخطأ والناس ماينتبهون  #صلوا_علي_النبي_لاجل_شفاعته,0.0,,saudi,2,unknown,هذا الهاشتاق خطا مو علي الصح على والله اعلم انه مقصود الشيعه امكن مسوينه عشان علي رضي الله عنه دايم يتكرر هالخطأ والناس ماينتبهون,not,label_0,not,not,not,not,offensive,offensive,offensive,not,off,not,not,off,not
414572,"#انا_ادعم_تطبيق_ابشر 
تطبيق رائع جدا أدعمه بقوووووه",0.0,,saudi,2,unknown,تطبيق رائع جدا أدعمه بقوووووه,not,label_0,not,not,not,not,not,not,not,not,not,not,not,not,not
423986,@USER على اساس غير نجد بمستشفى ولادة,0.0,,saudi,2,unknown,على اساس غير نجد بمستشفى ولادة,not,label_0,not,not,offensive,offensive,not,offensive,offensive,not,not,not,not,not,not
431157,مقطع قصير من فيلم ماخفي اعظم  فيه ملك البحرين الصهيوني يتعاون مع تنظيم القاعدة الإرهابي لقتل الشيعه وقياداتهم ومراجعهم. youtube.com/attribution_li…,1.0,,saudi,2,New Zealand,مقطع قصير من فيلم ماخفي اعظم فيه ملك البحرين الصهيوني يتعاون مع تنظيم القاعدة الإرهابي لقتل الشيعه وقياداتهم ومراجعهم youtubecomattribution_li,offensive,label_1,offensive,offensive,offensive,offensive,offensive,offensive,offensive,off,off,off,off,off,off
429943,"البشير يواجه اتهامات بحيازة النقد الأجنبي
#eXtranews LINK",0.0,,saudi,2,Egypt,البشير يواجه اتهامات بحيازة النقد الأجنبي LINK,not,label_0,not,not,not,not,not,not,not,not,not,not,not,not,not
421499,@USER وش معنى زهراني ليش ماهو واحد وخلاص,0.0,,saudi,2,Saudi Arabia,وش معنى زهراني ليش ماهو واحد وخلاص,not,label_0,not,offensive,offensive,offensive,not,not,not,not,not,not,not,not,not
421970,"السيد هاشم الحيدري:
 من يريد البقاء في ساحات كربلاء و نهج كربلاء و خط كربلاء و طريق كربلاء عليه ان يتخذ قراراً بعدم قبول الذّل. 
عليه ان يتخذ قراراً برفض الضيم و رفض الظلم و رفض الاستكبار من يزيد الى امريكا ، من الشمر الى اسرائيل ، من ابن زياد الى ال سعود

#امريكا_تهاجم_المرجعية",0.0,,saudi,2,Iraq,السيد هاشم الحيدري من يريد البقاء في ساحات كربلاء و نهج كربلاء و خط كربلاء و طريق كربلاء عليه ان يتخذ قراراً بعدم قبول الذّل عليه ان يتخذ قراراً برفض الضيم و رفض الظلم و رفض الاستكبار من يزيد الى امريكا ، من الشمر الى اسرائيل ، من ابن زياد الى ال سعود,not,label_0,not,not,offensive,offensive,offensive,offensive,not,not,not,not,off,off,off
419505,"@USER @USER @USER بعد فضحهم ومنعهم م ادخال التاريخ الخارجي لدول لا علاقة لنا بها ..
سيحاولون ادخال التدليس من الداخل !!
مازالوا موجودين ؟؟ LINK",1.0,,saudi,2,Saudi Arabia,بعد فضحهم ومنعهم م ادخال التاريخ الخارجي لدول لا علاقة لنا بها سيحاولون ادخال التدليس من الداخل مازالوا موجودين ؟؟ LINK,offensive,label_0,not,not,not,not,offensive,offensive,offensive,not,not,not,not,off,not
425433,"#نيزك_يدار_من_تركيا
كل ناجح وله أعداء ..",0.0,,saudi,2,unknown,كل ناجح وله أعداء,not,label_0,not,not,not,not,not,not,not,not,not,not,not,not,not
420221,"#نيزك_صوت_المجتمع

حين شفت نايفكو و اللاحم و سعاد الشمري .. و باقي الليبراليه ضد نيزك

تيقنت انه على حق

فالحمدلله على ذلك",1.0,,saudi,2,Saudi Arabia,حين شفت نايفكو و اللاحم و سعاد الشمري و باقي الليبراليه ضد نيزك تيقنت انه على حق فالحمدلله على ذلك,offensive,label_0,not,not,offensive,not,offensive,offensive,offensive,not,off,not,not,off,off
424166,@USER @USER لانه جاحد ياخذ مايعطي والوفاء صفر اذا اشتهى جا طقطق ومشي من غير حمله للفطريات الي مالها حل ومن غير خرمشته باظافيره ومن غير البخبخه وقت التزاوج كائن امصاري بحت,0.0,,saudi,2,unknown,لانه جاحد ياخذ مايعطي والوفاء صفر اذا اشتهى جا طقطق ومشي من غير حمله للفطريات الي مالها حل ومن غير خرمشته باظافيره ومن غير البخبخه وقت التزاوج كائن امصاري بحت,not,label_1,offensive,offensive,offensive,offensive,offensive,offensive,offensive,off,off,off,off,off,off
419495,"#العاصوف هذا تمثيل والا صدق 
اهنيكم والله ع الاخراج والله ابطال ابدعتوا",0.0,,saudi,2,Saudi Arabia,هذا تمثيل والا صدق اهنيكم والله ع الاخراج والله ابطال ابدعتوا,not,label_0,not,not,not,not,not,not,not,not,not,off,not,not,not
427693,"@USER @USER ستندم هالصغيره .
واضح جداً كل اجاباتها مكتوبه لها مسبقاً على ورقة وهي مجرد تقراء الاجابات على المذيعة ‼️‼️‼️‼️ #رهف_محمد_القنون #رهف #رهف_محمد",0.0,,saudi,2,Saudi Arabia,ستندم هالصغيره واضح جداً كل اجاباتها مكتوبه لها مسبقاً على ورقة وهي مجرد تقراء الاجابات على المذيعة,not,label_0,not,not,offensive,offensive,offensive,offensive,not,not,not,not,not,not,not
430499,قال صلى الله عليه و سلم : (ما من قوم يقومون من مجلس لا يذكرون الله فيه الا قاموا عن مثل جيفة حمار و كان لهم حسره).,0.0,,saudi,2,Saudi Arabia,قال صلى الله عليه و سلم ما من قوم يقومون من مجلس لا يذكرون الله فيه الا قاموا عن مثل جيفة حمار و كان لهم حسره,not,label_1,offensive,not,not,not,not,not,not,not,not,not,not,not,not
416796,@USER نورت سوريه,0.0,,saudi,2,Norway,نورت سوريه,not,label_0,not,not,not,not,offensive,offensive,not,not,not,not,not,not,not
421416,#انا_ادعم_تطبيق_ابشر لانه أراحنا من مراجعة الدوائر الحكومية شكراً لصاحب هذه الفكرة العظيمة .,0.0,,saudi,2,unknown,لانه أراحنا من مراجعة الدوائر الحكومية شكراً لصاحب هذه الفكرة العظيمة,not,label_0,not,not,not,not,not,not,not,not,not,not,not,not,not
416721,"ادخل على تويتر ولالي مواعيد
مرات متضايق ومرات طربان

وان جاني الارهاق من عقب تغريد
سلّط علي النوم والنوم سلطان.",0.0,,saudi,2,Saudi Arabia,ادخل على تويتر ولالي مواعيد مرات متضايق ومرات طربان وان جاني الارهاق من عقب تغريد سلّط علي النوم والنوم سلطان,not,label_0,not,not,not,not,not,not,not,not,not,not,not,not,not
414650,@USER هذا قاهر حزب الاصلاح الاخونجي وقاهر الحوثه,1.0,,saudi,2,Yemen,هذا قاهر حزب الاصلاح الاخونجي وقاهر الحوثه,offensive,label_1,offensive,offensive,offensive,offensive,offensive,offensive,offensive,not,off,off,off,off,off
421456,"@USER ماذا ننتظر من الثقافة""النجدية"" سوى تحليل والتحريم حسب المقاس الملكية أو بمايعرف بالعقل التناولي المحدود في النظر إلى الأمور التي تخص العامة!؟.. أما الشيوخ التيمية والوهابية في مناهجهم التوجيهية لاتغدو سوى في كونها قائمة على التكرار دون تقديم شيء للمجتمع ، كالبطالة والسكن ووالخ.",1.0,,saudi,2,unknown,ماذا ننتظر من الثقافةالنجدية سوى تحليل والتحريم حسب المقاس الملكية أو بمايعرف بالعقل التناولي المحدود في النظر إلى الأمور التي تخص العامة؟ أما الشيوخ التيمية والوهابية في مناهجهم التوجيهية لاتغدو سوى في كونها قائمة على التكرار دون تقديم شيء للمجتمع ، كالبطالة والسكن ووالخ,offensive,label_0,not,offensive,offensive,offensive,offensive,offensive,offensive,off,off,not,not,off,off
422563,@USER السوال ليس هل نوافق بقدر ماهو اين نجد الدراسه التي تعلمنا ذي بدأ بيقين المعلومه حيث لا نشك عندما يغرد الرويبضه ثم يعلمنا الرد الصحيح و المبرهن.  لان الموضوع تعدى الموافقه الموضوع خنقنا,0.0,,saudi,2,unknown,السوال ليس هل نوافق بقدر ماهو اين نجد الدراسه التي تعلمنا ذي بدأ بيقين المعلومه حيث لا نشك عندما يغرد الرويبضه ثم يعلمنا الرد الصحيح و المبرهن لان الموضوع تعدى الموافقه الموضوع خنقنا,not,label_0,not,not,offensive,offensive,not,not,not,not,not,not,not,not,not
425864,ندعم ابشر ❤️ #انا_ادعم_تطبيق_ابشر,0.0,,saudi,2,Saudi Arabia,ندعم ابشر,not,label_0,not,not,not,not,not,offensive,not,not,not,not,not,not,not
430324,"انت عينك كنها سلاح اليهودي 
ولا انا كني فلسطين الحبيبه LINK",0.0,,saudi,2,unknown,انت عينك كنها سلاح اليهودي ولا انا كني فلسطين الحبيبه LINK,not,label_1,offensive,offensive,offensive,offensive,offensive,offensive,offensive,off,off,off,off,off,off
419031,"زار السفارة الأخوة إبراهيم التميمي وبدر الدوسري ومحمد سيادي الذين يقومون بزيارة إستطلاعية الى موسكو على المؤسسات العاملة في مجال دعم المبادرات والمشاريع الشبابية وبالأخص في مجالات التكنولوجيا 
#البحرين #روسيا LINK",0.0,,saudi,2,Russian Federation,زار السفارة الأخوة إبراهيم التميمي وبدر الدوسري ومحمد سيادي الذين يقومون بزيارة إستطلاعية الى موسكو على المؤسسات العاملة في مجال دعم المبادرات والمشاريع الشبابية وبالأخص في مجالات التكنولوجيا LINK,not,label_0,not,not,not,not,not,not,not,not,not,not,not,not,not
420781,@USER الله ينصرك على المجوس,1.0,,saudi,2,unknown,الله ينصرك على المجوس,offensive,label_0,not,not,offensive,offensive,not,offensive,offensive,not,off,off,off,off,off
426291,"معسكر حراد لاتسقطه اذناب مسعده .
الحنوب ينتفض ضد  الاحتلال وحزب الشيطان  ومعركتنا مستمره ولن تتوقف الا على حدود ماقبل 22مايو1990م

لايخدعكم اعلام الاخوان المفلسين ولاتصدقوه فرجال القوات الجنوبيه مصممون على حسم... facebook.com/1025894434/pos…",1.0,,saudi,2,unknown,معسكر حراد لاتسقطه اذناب مسعده الحنوب ينتفض ضد الاحتلال وحزب الشيطان ومعركتنا مستمره ولن تتوقف الا على حدود ماقبل 22مايو1990م لايخدعكم اعلام الاخوان المفلسين ولاتصدقوه فرجال القوات الجنوبيه مصممون على حسم facebookcom1025894434pos,offensive,label_0,not,not,offensive,offensive,offensive,offensive,offensive,off,off,off,off,off,off
414657,@USER في يناير ستكون الحراره صفر او تحت الصفر هنا في نجد. و ستكون فوق 25 في اي مكان شرق آسيا. و في اوروبا سيكون الثلج بارتفاع ثلاثة امتار في الشوارع و المواصلات مقطوعه. و انتي كلك مفهوميه,0.0,,saudi,2,Saudi Arabia,في يناير ستكون الحراره صفر او تحت الصفر هنا في نجد و ستكون فوق 25 في اي مكان شرق آسيا و في اوروبا سيكون الثلج بارتفاع ثلاثة امتار في الشوارع و المواصلات مقطوعه و انتي كلك مفهوميه,not,label_0,not,not,offensive,offensive,not,not,not,not,not,not,not,not,not
420727,"#الكويت #السعودية
سعود السبيعي من أكثر الناس الذين دافعوا عن المملكة بالحق والباطل.. ها هو يتلقى صفعة من تركي آل شيخ لمجرد أنه طلب أن يكون للكويت نصيب من أغاني حفلات المملكة؟؟
يبدو أن سعود أُجبر على حذف تغريداته وخصوصاً التي تطاول بها على تركي!!
@USER 
@USER LINK",0.0,,saudi,2,unknown,سعود السبيعي من أكثر الناس الذين دافعوا عن المملكة بالحق والباطل ها هو يتلقى صفعة من تركي آل شيخ لمجرد أنه طلب أن يكون للكويت نصيب من أغاني حفلات المملكة؟؟ يبدو أن سعود أُجبر على حذف تغريداته وخصوصاً التي تطاول بها على تركي LINK,not,label_0,not,not,offensive,not,offensive,offensive,not,not,not,not,not,not,not
420972,و لما تكون سنه و نص تبقي بكام سنه !؟,0.0,,saudi,2,Egypt,و لما تكون سنه و نص تبقي بكام سنه ؟,not,label_0,not,not,not,not,not,not,not,not,not,not,not,not,not
421241,مثل هذه القصة لا تروق لنسوية رغم أنها حقيقة وواقع لتتحمل النسوية اعباء الذكر في منزل اهلها هل ستثبت على مطالبها,0.0,,saudi,2,Saudi Arabia,مثل هذه القصة لا تروق لنسوية رغم أنها حقيقة وواقع لتتحمل النسوية اعباء الذكر في منزل اهلها هل ستثبت على مطالبها,not,label_0,not,not,offensive,offensive,offensive,offensive,offensive,not,off,not,off,off,off
419846,"@USER @USER للعلم/
ترا #الأخونجية في الكويت مشغولين بتجهيز الشنط استعدادا ل #الهروب_الكبير الى چطر وتركيا",1.0,,saudi,2,Saudi Arabia,للعلم ترا في الكويت مشغولين بتجهيز الشنط استعدادا ل الى چطر وتركيا,offensive,label_0,not,not,not,not,not,not,not,not,not,not,not,not,not
416940,"وقف الليبرالين في تركيا ضد الإنقلاب فأسقطوه وحصدوا إسطنبول في إنتخابات البلديه وربما أكثر في قادم الإنتخابات . 
بينما وقف مُدعي الليبراليه مع الإنقلاب في مصر ودعموه فحصدوا الخيبه والندامه . ثم جلسوا... facebook.com/1472230396/pos…",0.0,,saudi,2,Egypt,وقف الليبرالين في تركيا ضد الإنقلاب فأسقطوه وحصدوا إسطنبول في إنتخابات البلديه وربما أكثر في قادم الإنتخابات بينما وقف مُدعي الليبراليه مع الإنقلاب في مصر ودعموه فحصدوا الخيبه والندامه ثم جلسوا facebookcom1472230396pos,not,label_0,not,not,offensive,not,offensive,offensive,not,not,off,not,not,off,not
426669,"#الهلال_الرائد 

بإذن الله يضيئ نجومنا سماء القصيم لتكون ليلةً زرقاء بنجومٍ بيضاء 💙💙
بالتوفيق للزعيم💙💙 LINK",0.0,,saudi,2,Saudi Arabia,بإذن الله يضيئ نجومنا سماء القصيم لتكون ليلةً زرقاء بنجومٍ بيضاء بالتوفيق للزعيم LINK,not,label_0,not,not,not,not,not,not,not,not,not,not,not,not,not
422145,"الاسم: نيكولاس خوري
المهنة: متعب بعروبتي LINK",0.0,,saudi,2,Saudi Arabia,الاسم نيكولاس خوري المهنة متعب بعروبتي LINK,not,label_1,offensive,not,not,not,not,not,not,not,not,not,not,not,not
422861,@USER كل سنه وانتى جميله وفنانه⁦❤️⁩✨,0.0,,saudi,2,Spain,كل سنه وانتى جميله وفنانه,not,label_0,not,not,not,not,not,not,not,not,not,not,not,not,not
422858,@USER أبو جهل قُتل في غزوة بدر .. يعني قبل 1438 سنة LINK,0.0,,saudi,2,United Arab Emirates,أبو جهل قُتل في غزوة بدر يعني قبل 1438 سنة LINK,not,label_0,not,not,not,not,offensive,offensive,not,not,not,not,not,not,not
427078,"@USER أهل ذمة ونص 😂
لما تيار مسيحي طويل عريض يقول حزب الله حمانا كمسيحيين ما بتكون ذمية😂
الذمية ودفع الجزية للحماية  🤔🙏",0.0,,saudi,2,unknown,أهل ذمة ونص لما تيار مسيحي طويل عريض يقول حزب الله حمانا كمسيحيين ما بتكون ذمية الذمية ودفع الجزية للحماية,not,label_1,offensive,offensive,offensive,offensive,offensive,offensive,offensive,not,off,not,off,off,off
418010,@USER مستحيل ٥ مرات ،، انتوا من اول ما تأسست الرياضه لي سنة ٩٧ ما عندكم الا ٧ دوري 😂🏃🏻🏃🏻🏃🏻,0.0,,saudi,2,unknown,مستحيل ٥ مرات ،، انتوا من اول ما تأسست الرياضه لي سنة ٩٧ ما عندكم الا ٧ دوري,not,label_0,not,not,not,not,offensive,offensive,not,not,not,not,not,not,not
416589,@USER ماشفناكم من الدويله الخائن لمن يعطي احداثيات الحوثي يازلايب,1.0,,saudi,2,unknown,ماشفناكم من الدويله الخائن لمن يعطي احداثيات الحوثي يازلايب,offensive,label_1,offensive,offensive,offensive,offensive,offensive,offensive,offensive,off,off,off,off,off,off
428876,"يابنت انا من جروح الوقت مجروحي 
جرحن طبيب العيادة حارفي علاجه 
أحيان اروح الطبيب أحيان ماروحي 
اروح انا..يمهم.. لو.. مالناحاجه
اخاف اصرح بمافى القلب وابوحي
واسلك دروبً خطاءعسره ومنعاجه 
وانطحت يفرح عليه كل سلتوحي 
يضحك من اللي حصل مع كل هراجه

#عمرعتيق المطيري",0.0,,saudi,2,Saudi Arabia,يابنت انا من جروح الوقت مجروحي جرحن طبيب العيادة حارفي علاجه أحيان اروح الطبيب أحيان ماروحي اروح انايمهم لو مالناحاجه اخاف اصرح بمافى القلب وابوحي واسلك دروبً خطاءعسره ومنعاجه وانطحت يفرح عليه كل سلتوحي يضحك من اللي حصل مع كل هراجه المطيري,not,label_1,offensive,not,offensive,not,offensive,offensive,not,not,not,not,not,not,not
420967,@USER السلام عليكم امتا اقدر اخذ العرض الا في التليفون رحت لفرع زين قالي لازم تكون عميل لمده 4 شهور علشان تقدر تاخد التليفون,0.0,,saudi,2,Egypt,السلام عليكم امتا اقدر اخذ العرض الا في التليفون رحت لفرع زين قالي لازم تكون عميل لمده 4 شهور علشان تقدر تاخد التليفون,not,label_0,not,not,not,not,not,not,not,not,not,not,not,not,not
427137,"أولاً :
أعتذر لقلبي لتحمله كل تلك المشاعر المؤلمة.
ثانياً :
اللّعنه على كل من كان متسبب بتلك المشاعر.",0.0,,saudi,2,unknown,أولاً أعتذر لقلبي لتحمله كل تلك المشاعر المؤلمة ثانياً اللّعنه على كل من كان متسبب بتلك المشاعر,not,label_1,offensive,offensive,offensive,offensive,offensive,not,not,not,off,off,off,off,not
416792,"#كم_تدفع_ايجار_بيتك_في_السنه

- يهب الله لكُل طائر رزقه ولكن لا يلقيه في العش ، فَ كيف لك انا تخشى على رزقك والله قد تكفل به | آية⛅️💜. LINK",0.0,,saudi,2,unknown,يهب الله لكُل طائر رزقه ولكن لا يلقيه في العش ، فَ كيف لك انا تخشى على رزقك والله قد تكفل به آية LINK,not,label_0,not,not,not,not,not,not,not,not,not,not,not,not,not
