Unnamed: 0,text,labels,source,dataset,nb_annotators,post_author_country_location,tweet,label,gpt4o_zero_shot,gpt4o_one_shot,gpt4o_few_shot
414382,"@USER بيجونك المستشرفين المرضى ويقذفونك عشان اسبابهم الغريبه الي حافظينها من المطاوعه المتطرفين بتوعهم
شابوووه👏🏻👏🏻👏🏻",1.0,,saudi,2,unknown,بيجونك المستشرفين المرضى ويقذفونك عشان اسبابهم الغريبه الي حافظينها من المطاوعه المتطرفين بتوعهم شابوووه,offensive,off,off,off
428055,مصادر مقربة من الحريري للـLBCI: اللقاء مع بيلينغسلي كان جيدا والمسؤول الأميركي أبدى ارتياحه لسياسة مصرف لبنان وما تقوم به المصارف اللبنانية,0.0,,saudi,2,Lebanon,مصادر مقربة من الحريري للـLBCI اللقاء مع بيلينغسلي كان جيدا والمسؤول الأميركي أبدى ارتياحه لسياسة مصرف لبنان وما تقوم به المصارف اللبنانية,not,not,not,not
418636,"#البيان_السعودي_الاماراتي ضاعت اليمن بوسط البيانات 

صراعات سياسية خبيثه الحوثي عدو داخلي 

وحكومة فاسدة 

وتدخلات خارجية عقيمة 

راحت ارواح وجماجم وضاعت اعمار وانظلم جيل 

اللهم انت حسبنا ووكيلنا",0.0,,saudi,2,unknown,ضاعت اليمن بوسط البيانات صراعات سياسية خبيثه الحوثي عدو داخلي وحكومة فاسدة وتدخلات خارجية عقيمة راحت ارواح وجماجم وضاعت اعمار وانظلم جيل اللهم انت حسبنا ووكيلنا,not,not,not,not
419419,@USER بعتق الرقبه فزت الكويت بكبرها بدو حضر سنه شيعه والان عتق رقبه 120 الف رقبه هل من مجيب,0.0,,saudi,2,Kuwait,بعتق الرقبه فزت الكويت بكبرها بدو حضر سنه شيعه والان عتق رقبه 120 الف رقبه هل من مجيب,not,not,not,not
419862,هو صوتنا جميعا، صوت من يريد الخير لبلده ولمجتمعه في مقابل طابور خامس يسعى لخرق السفينة والاساءة للمجتمع واضعافه في وقت نحن بحاجة ماسة للتماسك والوحدة #نيزك_صوت_المجتمع,1.0,,saudi,2,unknown,هو صوتنا جميعا، صوت من يريد الخير لبلده ولمجتمعه في مقابل طابور خامس يسعى لخرق السفينة والاساءة للمجتمع واضعافه في وقت نحن بحاجة ماسة للتماسك والوحدة,offensive,not,off,not
422939,"#رسالة_اليوم
{يبدو غريبا ان رجالاً معنيين بواحدة من أطول الحروب والقضايا على مر التاريخ، يقضون جل أوقاتهم في الاستماع للنميمة، ويبنون عليها مشاريعهم وبرامجهم وآفاقهم المستقبلية}",0.0,,saudi,2,Morocco,يبدو غريبا ان رجالاً معنيين بواحدة من أطول الحروب والقضايا على مر التاريخ، يقضون جل أوقاتهم في الاستماع للنميمة، ويبنون عليها مشاريعهم وبرامجهم وآفاقهم المستقبلية,not,not,not,not
421346,@USER ويقولون ليه مانطبع مع اليهود,0.0,,saudi,2,unknown,ويقولون ليه مانطبع مع اليهود,not,off,off,off
414561,#طبيب_اجنبي_يتهجم_علي_ممرضه انتظرو لين تفهمون اصل الموضوع,0.0,,saudi,2,unknown,انتظرو لين تفهمون اصل الموضوع,not,not,not,not
416710,@USER سنة 2020🤣🤣🤣🤣,0.0,,saudi,2,Egypt,سنة 2020,not,not,not,not
428145,"@USER @USER هل تعلمون أن كلام ساره قبل أسبوعين
محد درا  عنه
لما طلعت فضيحة الارهابيين قامو اخونجية الكويت أثارو موضوع ساره
لتشتيت الراي العام عن الفضيحه.
لكن من وراهم طلعو اساميهم؟؟؟؟؟

هل تعلمون انهم مسويين مخطط في الكويت.......

اللهم احفظ الكويت وشعبها",1.0,,saudi,2,Saudi Arabia,هل تعلمون أن كلام ساره قبل أسبوعين محد درا عنه لما طلعت فضيحة الارهابيين قامو اخونجية الكويت أثارو موضوع ساره لتشتيت الراي العام عن الفضيحه لكن من وراهم طلعو اساميهم؟؟؟؟؟ هل تعلمون انهم مسويين مخطط في الكويت اللهم احفظ الكويت وشعبها,offensive,off,off,off
419509,"@USER عندما تكن الحرب على العراق سنقاتل حتى اخر قطرة دم فينا.  
لكن لانقاتل بالنيابه عن احد 
لقد انهكتنا الحروب ونحن نقاتل عن غيرنا",0.0,,saudi,2,unknown,عندما تكن الحرب على العراق سنقاتل حتى اخر قطرة دم فينا لكن لانقاتل بالنيابه عن احد لقد انهكتنا الحروب ونحن نقاتل عن غيرنا,not,not,not,not
426293,"#فتح_المحلات_وقت_الصلاه
اعتقد يوماً بعد يوم، يتبين للكل من هو العدو لهذه الدولة المباركة.
نعم الذين لا يعجبهم ما أسسه عبدالعزيز بن عبدالرحمن الفيصل طيب الله ثراه وغفر له وجمعنا به في جنات الخلد.
نعم هم من أعني الليبرالية والتنويرين أعداء دستور المملكة العربية السعودية العظمى.",1.0,,saudi,2,Saudi Arabia,اعتقد يوماً بعد يوم، يتبين للكل من هو العدو لهذه الدولة المباركة نعم الذين لا يعجبهم ما أسسه عبدالعزيز بن عبدالرحمن الفيصل طيب الله ثراه وغفر له وجمعنا به في جنات الخلد نعم هم من أعني الليبرالية والتنويرين أعداء دستور المملكة العربية السعودية العظمى,offensive,off,off,off
428391,"#الشيخ_محمد_بن_سافر_في_ذمة_الله
انا لله وانا اليه راجعون
رحم الله الشيخ/محمد سافر المعلوي واسكنه فسيح جناته ويرحم جميع موتى المسلمين وعظم الله اجرنا والهم اهله وذويه الصبر والسلوان . #انا_ادعم_تطبيق_ابشر",0.0,,saudi,2,Saudi Arabia,انا لله وانا اليه راجعون رحم الله الشيخمحمد سافر المعلوي واسكنه فسيح جناته ويرحم جميع موتى المسلمين وعظم الله اجرنا والهم اهله وذويه الصبر والسلوان,not,not,not,not
414931,"نداء من أبناء المحافظات الجنوبية في اليمن لمرتزقة التحالف
shaharah.net/?p=96130

#شهارة_نت",1.0,,saudi,2,unknown,نداء من أبناء المحافظات الجنوبية في اليمن لمرتزقة التحالف shaharahnetp96130,offensive,not,off,off
421562,@USER يآ جمـآعهہ آحد يدلني ع مـگآن آلصـفر آللي بدو مـنو آثريآء آلعآلمـ 😪 😁,0.0,,saudi,2,unknown,يآ جمـآعهہ آحد يدلني ع مـگآن آلصـفر آللي بدو مـنو آثريآء آلعآلمـ,not,not,not,not
416714,"@USER هذا الشعار رفعه حزب الإصلاح إبان ثورة فبراير ٢٠١١م وكنا نعرف أنهم كاذبين.
بعدها في ٢٠١٤  خطب السيء عبدالملك الحوثي قائلاً إنه سيكون هناك حلا عادلا لقضية الجنوب وعرفنا أن الغزو الحوثي الإرهابي للجنوب في ٢٠١٥ كان مقصده.
اليوم ونحن في ٢٠١٩ حزب الإصلاح الإرهابي يقود حرب ضد الجنوب LINK",1.0,,saudi,2,Yemen,هذا الشعار رفعه حزب الإصلاح إبان ثورة فبراير ٢٠١١م وكنا نعرف أنهم كاذبين بعدها في ٢٠١٤ خطب السيء عبدالملك الحوثي قائلاً إنه سيكون هناك حلا عادلا لقضية الجنوب وعرفنا أن الغزو الحوثي الإرهابي للجنوب في ٢٠١٥ كان مقصده اليوم ونحن في ٢٠١٩ حزب الإصلاح الإرهابي يقود حرب ضد الجنوب LINK,offensive,off,off,off
423438,@USER @USER وهل تعلم ان اهل الجنوب الى اليوم يكتشفون كنوزا مسلوبه من الأهالي واموال مدفونة في المزارع والحقول،كان الجندي العصمنلي الحقير يسرقها من الإهالي ويدفنونهاكي لا يراهم الضابط العصمنلي فيأخذها منهم،يدفنها على أمل ان يأخذها عند عودته لكنه لم يعد وبقيت تلك المسروقات مدفونة مثل جثثهم،,1.0,,saudi,2,unknown,وهل تعلم ان اهل الجنوب الى اليوم يكتشفون كنوزا مسلوبه من الأهالي واموال مدفونة في المزارع والحقول،كان الجندي العصمنلي الحقير يسرقها من الإهالي ويدفنونهاكي لا يراهم الضابط العصمنلي فيأخذها منهم،يدفنها على أمل ان يأخذها عند عودته لكنه لم يعد وبقيت تلك المسروقات مدفونة مثل جثثهم،,offensive,off,off,off
418692,"كلمة قائد المدرسة الأستاذ صقر الغامدي بحضور المشرف التربوي الأستاذ عبدالله الحربي مكتب #تعليم_شرق_الدمام
#تعليم_الشرقية LINK",0.0,,saudi,2,Saudi Arabia,كلمة قائد المدرسة الأستاذ صقر الغامدي بحضور المشرف التربوي الأستاذ عبدالله الحربي مكتب LINK,not,not,not,not
416146,@USER اخواني قذر,1.0,,saudi,2,Saudi Arabia,اخواني قذر,offensive,off,off,off
417328,#العصر_النصف_جليدي يبدأ سنة 2021,0.0,,saudi,2,unknown,يبدأ سنة 2021,not,not,not,not
419034,@USER هذا ليس هو الاسلام  هذا دين مجوسي يختلف عن دين محمد,1.0,,saudi,2,Turkey,هذا ليس هو الاسلام هذا دين مجوسي يختلف عن دين محمد,offensive,off,off,off
427648,@USER @USER كجزء من الآخذين للجنسية السعودية وليس يمثل تراث الحجاز ياطفيلية,1.0,,saudi,2,Saudi Arabia,كجزء من الآخذين للجنسية السعودية وليس يمثل تراث الحجاز ياطفيلية,offensive,off,off,off
419848,يضع شاليط إصبعه على الجرح، بل في عين نتنياهو وليبرمان والنازيين الجدد، ليوقظهم من هذيانهم الصهيوني، بقوله أن باراك أوباما وهيلاري كلينتون ليسا هما اللذان سينهيان الاحتلال.,1.0,,saudi,2,Lebanon,يضع شاليط إصبعه على الجرح، بل في عين نتنياهو وليبرمان والنازيين الجدد، ليوقظهم من هذيانهم الصهيوني، بقوله أن باراك أوباما وهيلاري كلينتون ليسا هما اللذان سينهيان الاحتلال,offensive,not,off,off
421971,"#محمد_بن_سلمان
سيفٌ سعودي.. 
معينٌ من الإنجاز والطموح.. 
يحمل أحلامنا.. وللنور هو ضياء

اللهم وفقه.. وبارك له في عمله وعمره LINK",0.0,,saudi,2,Saudi Arabia,سيفٌ سعودي معينٌ من الإنجاز والطموح يحمل أحلامنا وللنور هو ضياء اللهم وفقه وبارك له في عمله وعمره LINK,not,not,not,not
420714,"ما زال على الخاص يهاجم بلاد التوحيد و السنة عنده حقد دفين نسال الله السلامة هناك حسابات خوارج تدعي السلفية و تتابع السلفيين و هي في الحقيقة خارجية المنهج و الهوية هدفها الطعن في السعودية و حكامها فالحذر من هؤلاء .

جَزَاكُم اللَّه خَيْراً",1.0,,saudi,2,Saudi Arabia,ما زال على الخاص يهاجم بلاد التوحيد و السنة عنده حقد دفين نسال الله السلامة هناك حسابات خوارج تدعي السلفية و تتابع السلفيين و هي في الحقيقة خارجية المنهج و الهوية هدفها الطعن في السعودية و حكامها فالحذر من هؤلاء جَزَاكُم اللَّه خَيْراً,offensive,off,off,off
430160,"""أقصى درجات السعادة هو أن نجد من يُحبنا فعلاً ، يُحبنا على ما نحن عليه .. أو بمعنى أدق يُحبنا برغم ما نحن عليه.""",0.0,,saudi,2,Egypt,أقصى درجات السعادة هو أن نجد من يُحبنا فعلاً ، يُحبنا على ما نحن عليه أو بمعنى أدق يُحبنا برغم ما نحن عليه,not,not,not,not
423890,@USER شرعية الاخونج الارهابية الساكنة في الفنادق لايمكن لها ان تحقق نصر على القوات المسلحة الجنوبية بقيادة الرئيس عيدروس قاسم الزبيدي وعد قطعوه الابطال بالعش على الارض بكرامة او نندفن تحت التراب,1.0,,saudi,2,unknown,شرعية الاخونج الارهابية الساكنة في الفنادق لايمكن لها ان تحقق نصر على القوات المسلحة الجنوبية بقيادة الرئيس عيدروس قاسم الزبيدي وعد قطعوه الابطال بالعش على الارض بكرامة او نندفن تحت التراب,offensive,off,off,off
416722,@USER مسكييييين يازينك ساكت بنات الرجال الكحيلات يردعهم تربية اهلهن وقيمهن مو انت ولحيتك ياتابع يامطوع ترا المطوع باللغة ع فكرة الحمار وانت محشوم ولكن يا زينك انت وأشكالك صامت,1.0,,saudi,2,Saudi Arabia,مسكييييين يازينك ساكت بنات الرجال الكحيلات يردعهم تربية اهلهن وقيمهن مو انت ولحيتك ياتابع يامطوع ترا المطوع باللغة ع فكرة الحمار وانت محشوم ولكن يا زينك انت وأشكالك صامت,offensive,off,off,off
428765,@USER والذي يقتل مع الشرعيه عولقي ...جنوبي ....يمني ماذا الجديد,1.0,,saudi,2,unknown,والذي يقتل مع الشرعيه عولقي جنوبي يمني ماذا الجديد,offensive,not,not,not
427304,@USER ما اليهودي إلا اللي بالشمال,1.0,,saudi,2,Yemen,ما اليهودي إلا اللي بالشمال,offensive,off,off,off
418547,"@USER ماشاء الله اشوف ألهمه والشرف والمعنويات عالية اتجاه عدن واليمن الجنوبي 
إنما صنعاء والحوثة نراكم جبناء حتى غرف النوم تم احتلالها
او كما قال احد رجال الشمال (قدني نصف رجال)",1.0,,saudi,2,unknown,ماشاء الله اشوف ألهمه والشرف والمعنويات عالية اتجاه عدن واليمن الجنوبي إنما صنعاء والحوثة نراكم جبناء حتى غرف النوم تم احتلالها او كما قال احد رجال الشمال قدني نصف رجال,offensive,off,off,off
423353,"#قبايل_اليمن_ضد_الامارات

نبيل صلاح:
باتت الخيانة والغدر ودعم الارهاب صفات لصيقة ب #الامارات على المستوى الدولي وكان استهدافها الغادر لجيشنا الوطني بعدن وأبين في 28 و29 اغسطس الماضي هو قاصمة ماتبقى لها من سمعة.
 الآن ترتفع اصوات قبايل #اليمن تباعا بالثأر وطرد الحليف الغ",1.0,,saudi,2,unknown,نبيل صلاح باتت الخيانة والغدر ودعم الارهاب صفات لصيقة ب على المستوى الدولي وكان استهدافها الغادر لجيشنا الوطني بعدن وأبين في 28 و29 اغسطس الماضي هو قاصمة ماتبقى لها من سمعة الآن ترتفع اصوات قبايل تباعا بالثأر وطرد الحليف الغ,offensive,off,off,off
420540,@USER @USER 😂😂😂ابن قحطان زمان عنك,0.0,,saudi,2,unknown,ابن قحطان زمان عنك,not,off,not,not
418592,سوف تنسحب خاسئة مدحورة بتصميم الرجال الاشاوس اما ايران ايها الانذال فاخوتنا في الدين ولن يستطيع الوهابي القذر ان يغير من كون ايران جارة وشقيقة,1.0,,saudi,2,unknown,سوف تنسحب خاسئة مدحورة بتصميم الرجال الاشاوس اما ايران ايها الانذال فاخوتنا في الدين ولن يستطيع الوهابي القذر ان يغير من كون ايران جارة وشقيقة,offensive,off,off,off
423479,وش بقي ماحاربونا  فيه وفشلو كالعاده!! #انا_ادعم_تطبيق_ابشر,1.0,,saudi,2,unknown,وش بقي ماحاربونا فيه وفشلو كالعاده,offensive,not,off,not
422343,"@USER صدقت ياغالي 
الغرب يتخلى ويسحق العملاء الخونة بعد انتهاء المهمة، 
حفظ الله مملكتنا  #السعودية_العظمى  وقائدها الإمام.",0.0,,saudi,2,Saudi Arabia,صدقت ياغالي الغرب يتخلى ويسحق العملاء الخونة بعد انتهاء المهمة، حفظ الله مملكتنا وقائدها الإمام,not,not,off,off
420760,"@USER عاذرينك لانك مثل ماقلت عقلكم علي قدكم  
والا فيه انسان عاقل يفكر مجرد تفكير انه يخطط بحكم وتقسيم #مصر_العروبه  و #السعودية_العظمى 
الا انسان مريض بجنون العظمه LINK",1.0,,saudi,2,unknown,عاذرينك لانك مثل ماقلت عقلكم علي قدكم والا فيه انسان عاقل يفكر مجرد تفكير انه يخطط بحكم وتقسيم و الا انسان مريض بجنون العظمه LINK,offensive,off,off,off
426649,"#نيزك_صوت_المجتمع

استمر بارك الله فيك وجعلك سدا منيعا لاصحاب الرذيله",1.0,,saudi,2,Philippines,استمر بارك الله فيك وجعلك سدا منيعا لاصحاب الرذيله,offensive,not,not,not
423250,"اللهم اجعل امواتنا من الضاحكين المستبشرين الغارسين من ثمار جنتك الشاربين من حوض نبيك محمد والمحظوظين بشفاعته.
#اللواء_جمعان_الزهراني_في_ذمه_الله",0.0,,saudi,2,Saudi Arabia,اللهم اجعل امواتنا من الضاحكين المستبشرين الغارسين من ثمار جنتك الشاربين من حوض نبيك محمد والمحظوظين بشفاعته,not,not,not,not
419429,@USER الحمار يدل دربه,1.0,,saudi,2,United States,الحمار يدل دربه,offensive,not,not,off
416948,اللهم عليك بالفرس المجوس واذنابهم اللهم لك الحمد والشكر والثنا اللهم ابدهم,1.0,,saudi,2,unknown,اللهم عليك بالفرس المجوس واذنابهم اللهم لك الحمد والشكر والثنا اللهم ابدهم,offensive,off,off,off
426915,@USER مهي قبايل نازحه عندك في ناس من شمر ومن عنزه ومن المناهيل ومن المهره ومن الكرب ومن همام كلها قبايل سعودية لاكن في نسبة منهم لم يستلموا التابعيه او الجنسيه او الهوية سمها ما شئت,0.0,,saudi,2,unknown,مهي قبايل نازحه عندك في ناس من شمر ومن عنزه ومن المناهيل ومن المهره ومن الكرب ومن همام كلها قبايل سعودية لاكن في نسبة منهم لم يستلموا التابعيه او الجنسيه او الهوية سمها ما شئت,not,not,off,not
421326,"امطار وبرد 
الواديين / احد رفيدة
يوم الجمعة الموافق 
١٤٤٠/١١/٩هـ
٢٠١٩/٧/١٢م 
الساعة ٢.٢٥ مساءا
جعلها الله امطار خير وبركة 
#السعودية_العظمى LINK",0.0,,saudi,2,Saudi Arabia,امطار وبرد الواديين احد رفيدة يوم الجمعة الموافق ١٤٤٠١١٩هـ ٢٠١٩٧١٢م الساعة ٢٢٥ مساءا جعلها الله امطار خير وبركة LINK,not,not,not,not
422506,#فتح_المحلات_وقت_الصلاه  يعني صلاة الجماعه تلغى علشان افكاركم الليبراليه ؟ هذا التدريج الي تبونه لكن هيهات هيهات ،، لن نرضى بالتغيير على حساب الصلاة فما بالك بصلاة الجماعه 😡خبتم وخابت مساعيكم,1.0,,saudi,2,unknown,يعني صلاة الجماعه تلغى علشان افكاركم الليبراليه ؟ هذا التدريج الي تبونه لكن هيهات هيهات ،، لن نرضى بالتغيير على حساب الصلاة فما بالك بصلاة الجماعه خبتم وخابت مساعيكم,offensive,not,off,off
414680,"سبحان الله ... كيف صرف الله الرافضة عن مواسم الخير ...
نصوم عاشوراء وهم يحزنون ويلطمون...
لا يصومون رمضان كاملاً و لا يعيدون مع المسلمين واذا ذهبوا الى المدينة او مكة تجدهم عند القبور يتوسلون بها من دون الله. ""ذلك بانهم كرهوا ما انزل الله فاحبط اعمالهم"" #عاشوراء١٤٤١",1.0,,saudi,2,unknown,سبحان الله كيف صرف الله الرافضة عن مواسم الخير نصوم عاشوراء وهم يحزنون ويلطمون لا يصومون رمضان كاملاً و لا يعيدون مع المسلمين واذا ذهبوا الى المدينة او مكة تجدهم عند القبور يتوسلون بها من دون الله ذلك بانهم كرهوا ما انزل الله فاحبط اعمالهم,offensive,off,off,off
421103,"@USER المدرسه الوسطيه الحضرميه
بارك الله فيكم ونفع بعلمكم وجنبنا وبلادنا الفتن",0.0,,saudi,2,unknown,المدرسه الوسطيه الحضرميه بارك الله فيكم ونفع بعلمكم وجنبنا وبلادنا الفتن,not,not,not,not
419088,@USER زي لما تروحين الهند تشوفين هندوسي يتمردغ تحت بقرة تقوليله ذا شرك كيف يفهم ان هذا شرك وهو عقل ماعنده مافيه عقل كيف يفهم,1.0,,saudi,2,Saudi Arabia,زي لما تروحين الهند تشوفين هندوسي يتمردغ تحت بقرة تقوليله ذا شرك كيف يفهم ان هذا شرك وهو عقل ماعنده مافيه عقل كيف يفهم,offensive,off,off,off
416102,@USER العاصوف فاشل بكل المقايس فاااااشل,0.0,,saudi,2,Saudi Arabia,العاصوف فاشل بكل المقايس فاااااشل,not,not,not,not
422795,"كندا تطلب ٤٠٠ ألف ""مقيم دائم"" بحلول ٢٠٢١ م اللي مو عاجبته #السعودية يروح هناك ولايقعد يزعجنا ويوفر على الحكومة حمل توظيفه وتدريسه والصرف عليه 👌🏼

#رهف_محمد",1.0,,saudi,2,Saudi Arabia,كندا تطلب ٤٠٠ ألف مقيم دائم بحلول ٢٠٢١ م اللي مو عاجبته يروح هناك ولايقعد يزعجنا ويوفر على الحكومة حمل توظيفه وتدريسه والصرف عليه,offensive,off,off,off
424221,@USER مرحبا عزيزنا، حضرتك مشترك عزيز علينا وتحرص الشركة على تلبية طلبات المشتركين قدر الامكان لكن من شروط العقد عند ترك الخط لأكثر من سنة لها الحق الشركة بمصادرة الخط ولا يمكن استعادته ويمكن ان يتم بيعه لمشترك اخر,0.0,,saudi,2,Iraq,مرحبا عزيزنا، حضرتك مشترك عزيز علينا وتحرص الشركة على تلبية طلبات المشتركين قدر الامكان لكن من شروط العقد عند ترك الخط لأكثر من سنة لها الحق الشركة بمصادرة الخط ولا يمكن استعادته ويمكن ان يتم بيعه لمشترك اخر,not,not,not,not
421374,@USER كبير الليبرالية اكيد بيعجبك,0.0,,saudi,2,unknown,كبير الليبرالية اكيد بيعجبك,not,not,not,not
423377,"السفر مع الاهل احلى 👌😂

#لا_ولايه_علي_سفر_المراه",0.0,,saudi,2,unknown,السفر مع الاهل احلى,not,not,not,not
427882,معلومات أميركية لإسرائيل بضربة وشيكة ضد إيران... وتطالبها بالاستعداد independentarabia.com/node/30581#.XP…,0.0,,saudi,2,United Kingdom,معلومات أميركية لإسرائيل بضربة وشيكة ضد إيران وتطالبها بالاستعداد independentarabiacomnode30581,not,not,not,not
418658,@USER @USER الله لا يوفقهم ولا يبارك فيهم آمين 🤲🏼,1.0,,saudi,2,Saudi Arabia,الله لا يوفقهم ولا يبارك فيهم آمين,offensive,off,off,off
429953,@USER @USER وبعدين دى بتعتمد على تقارير منظمة هيومان رايتس ووتش اللى هى أصلا معاديه لمصر والمموله من قطر واللى ماسك ملف مصر فيها واحده من الإخوان وبتستقى معلوماتها من خرفان مصر ومع ذلك الصورة اللى انت جايبها مش بتقول سجناء رأى وبتقول أنصار مرسى وغيرهم من المعارضين الليبراليين .,1.0,,saudi,2,Egypt,وبعدين دى بتعتمد على تقارير منظمة هيومان رايتس ووتش اللى هى أصلا معاديه لمصر والمموله من قطر واللى ماسك ملف مصر فيها واحده من الإخوان وبتستقى معلوماتها من خرفان مصر ومع ذلك الصورة اللى انت جايبها مش بتقول سجناء رأى وبتقول أنصار مرسى وغيرهم من المعارضين الليبراليين,offensive,off,off,off
416935,@USER حكومة قطر حكومه مارقة خبيثه مكلفة بتدمير وتخريب الدول العربية باعتراف مفتيهم الاخونجي الشعب القطري مغلوب أمره LINK,1.0,,saudi,2,United Arab Emirates,حكومة قطر حكومه مارقة خبيثه مكلفة بتدمير وتخريب الدول العربية باعتراف مفتيهم الاخونجي الشعب القطري مغلوب أمره LINK,offensive,off,off,off
423884,@USER ستنتصر الوحده والشرعيه رغم أنفك يا واطي ورغم انف الضوافع و الجعاربه صنادل الحمارات الصهيونيه يابقايا اليهود في اليمن.,1.0,,saudi,2,unknown,ستنتصر الوحده والشرعيه رغم أنفك يا واطي ورغم انف الضوافع و الجعاربه صنادل الحمارات الصهيونيه يابقايا اليهود في اليمن,offensive,off,off,off
416145,@USER هذي بديل للتجنيس اخترعوها جماعة العوده والمجنسين,1.0,,saudi,2,Saudi Arabia,هذي بديل للتجنيس اخترعوها جماعة العوده والمجنسين,offensive,off,off,off
419414,@USER @USER سنجاره زوبع اكثرها شمر وبني لام ،،،،متخالطين من زمان بالديار وبالاصل وبالمصاهره,0.0,,saudi,2,Saudi Arabia,سنجاره زوبع اكثرها شمر وبني لام ،،،،متخالطين من زمان بالديار وبالاصل وبالمصاهره,not,not,not,not
422792,اللهم يارب لاترحم الفرس المجوس يارب,1.0,,saudi,2,unknown,اللهم يارب لاترحم الفرس المجوس يارب,offensive,off,off,off
421045,#السعودية_العظمى عين تسهر على راحة الحجاج وتحرس الحدود ويد تبذل بالعطاء و روح تزكي بالفدا #السعوديه_ترحب_بالحجاج_1440,0.0,,saudi,2,Bahrain,عين تسهر على راحة الحجاج وتحرس الحدود ويد تبذل بالعطاء و روح تزكي بالفدا,not,not,not,not
427138,"@USER اول مخرج .. يدار من #تركيا 😁✋
مالقى شيء .. قال خلني اقول #نيزك_يدار_من_تركيا",0.0,,saudi,2,unknown,اول مخرج يدار من مالقى شيء قال خلني اقول,not,not,not,not
423134,@USER غدر الغادرون .هذه من شيمهم ،الا لعنة الله على اميرها,1.0,,saudi,2,unknown,غدر الغادرون هذه من شيمهم ،الا لعنة الله على اميرها,offensive,off,off,off
430563,"بتوجيهات سعادة أمين منطقة نجران وبمتابعة مباشرة من سعادة  رئيس #بلدية_محافظة_حبونا تم الإنتهاء من اعمال تطوير مرمى النفايات بمحافظة حبونا مع تطبيق جميع الاشتراطات الصحية.
youtu.be/aOPQthvhNP0
@USER @USER",0.0,,saudi,2,Saudi Arabia,بتوجيهات سعادة أمين منطقة نجران وبمتابعة مباشرة من سعادة رئيس تم الإنتهاء من اعمال تطوير مرمى النفايات بمحافظة حبونا مع تطبيق جميع الاشتراطات الصحية youtubeaOPQthvhNP0,not,not,not,not
422453,@USER نجوم السماء اقرب لكم ..عدن لن تنكون تحت اشخاص مرتزقه عدن كبيرة وعظيمه كاعظمة ابنائها .عدن بقايدة الزبيدي والشعب الجنوبي ستكون مقبرة لكل من حاول العبث بأمن اهلها .عدن ليست صنعاء كما انتم تضنون ..,0.0,,saudi,2,Yemen,نجوم السماء اقرب لكم عدن لن تنكون تحت اشخاص مرتزقه عدن كبيرة وعظيمه كاعظمة ابنائها عدن بقايدة الزبيدي والشعب الجنوبي ستكون مقبرة لكل من حاول العبث بأمن اهلها عدن ليست صنعاء كما انتم تضنون,not,not,off,off
427746,وش مواصفات البنت اللي تتفق عليها انها ماتنتمي للنسويات ! — الموجة النسوية السعودية متناقضة ومضحكة وضخمة وغير مفيدة تحليليا فتجد نسوية إسلامية سلفية،ونسوية ملحدة راديكالية،ولا تكاد تفرق بين خطاباتهم،التي كلها شتم للرجل،وتحذير من خي… curiouscat.me/Omar_Law7/post…,1.0,,saudi,2,unknown,وش مواصفات البنت اللي تتفق عليها انها ماتنتمي للنسويات الموجة النسوية السعودية متناقضة ومضحكة وضخمة وغير مفيدة تحليليا فتجد نسوية إسلامية سلفية،ونسوية ملحدة راديكالية،ولا تكاد تفرق بين خطاباتهم،التي كلها شتم للرجل،وتحذير من خي curiouscatmeOmar_Law7post,offensive,off,off,off
427418,@USER القبيله في الشمال مرغ الحوثي خشومهم في التراب بعدماهان مشائخهم وعلى رأسهم الأحمر وكسروجنبيته وعبثوفي غرف محارمه انتم مع الأسف تنظرون مثل الديك يأذن ولايصلي,0.0,,saudi,2,unknown,القبيله في الشمال مرغ الحوثي خشومهم في التراب بعدماهان مشائخهم وعلى رأسهم الأحمر وكسروجنبيته وعبثوفي غرف محارمه انتم مع الأسف تنظرون مثل الديك يأذن ولايصلي,not,off,off,off
429819,"الهند شنت حملة لقتل المسلمين ف كشمير... 
كشمير هي منطقة بين الهند والباكستان والصين نسبة الهند فيها ٤٣٪ ونسبة الباكستان فيها ٣٧٪ والصين بتحكم جزء كمان عدد سكانها ١٥ مليون نسمة المسلمين فيها ٩٠٪ الهندوس ٨٪ والبوذية ١٪الهند عايزة تقتل ٩٠٪ من سكان كشمير عشان تقدر تحكم
#help_kashmir",1.0,,saudi,2,unknown,الهند شنت حملة لقتل المسلمين ف كشمير كشمير هي منطقة بين الهند والباكستان والصين نسبة الهند فيها ٤٣٪ ونسبة الباكستان فيها ٣٧٪ والصين بتحكم جزء كمان عدد سكانها ١٥ مليون نسمة المسلمين فيها ٩٠٪ الهندوس ٨٪ والبوذية ١٪الهند عايزة تقتل ٩٠٪ من سكان كشمير عشان تقدر تحكم,offensive,off,off,off
428405,@USER بكل تأكيد، الليبرالية العالمية تريد فرض الشذوذ على العالم ومع الأسف تستخدم من يسمون أنفسهم بالإسلاميين في ذلك، إلهان عمر مثلاً,1.0,,saudi,2,Saudi Arabia,بكل تأكيد، الليبرالية العالمية تريد فرض الشذوذ على العالم ومع الأسف تستخدم من يسمون أنفسهم بالإسلاميين في ذلك، إلهان عمر مثلاً,offensive,off,off,off
